timestamp,window_idx,anomaly_score,severity,top_loop,attack_type,lstm_score,transformer_score,iso_score,top_sensor_1,top_sensor_2,top_sensor_3
2022-08-12 16:04:48,227,0.1695,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1406,0.1091,0.3322,P1_PCV02Z,P1_PP04SP,x1001_05_SETPOINT_OUT
2022-08-12 16:04:49,228,0.1806,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1446,0.1109,0.3751,P1_PCV02Z,P1_PP04SP,x1001_05_SETPOINT_OUT
2022-08-12 16:04:50,229,0.1836,LOW,P1-LC,CV_injection_with_PV_spoofing,0.15,0.1129,0.3738,P1_PCV02Z,P1_PP04SP,x1001_05_SETPOINT_OUT
2022-08-12 16:04:51,230,0.1851,LOW,P1-LC,CV_injection_with_PV_spoofing,0.156,0.1153,0.3625,P1_PCV02Z,P1_PP04SP,x1001_05_SETPOINT_OUT
2022-08-12 16:04:52,231,0.1977,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1613,0.1171,0.4094,P1_PCV02Z,P1_PP04SP,x1001_05_SETPOINT_OUT
2022-08-12 16:04:53,232,0.199,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1673,0.1195,0.3976,P1_PCV02Z,P1_PP04SP,x1001_05_SETPOINT_OUT
2022-08-12 16:04:54,233,0.1999,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1734,0.1218,0.3831,P1_PCV02Z,P1_PP04SP,x1001_05_SETPOINT_OUT
2022-08-12 16:04:55,234,0.2043,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1798,0.1242,0.3859,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:04:56,235,0.2082,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1858,0.1266,0.3864,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:04:57,236,0.2198,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1911,0.129,0.4278,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:04:58,237,0.2321,LOW,P1-LC,CV_injection_with_PV_spoofing,0.1968,0.1314,0.4713,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:04:59,238,0.2349,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2022,0.1335,0.4687,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:00,239,0.2327,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2072,0.1357,0.4421,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:01,240,0.2399,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2124,0.1384,0.4609,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:02,241,0.243,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2175,0.1409,0.4596,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:03,242,0.2445,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2228,0.1437,0.4498,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:04,243,0.2439,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2275,0.1461,0.4317,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:05,244,0.2537,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2312,0.1483,0.4679,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:06,245,0.2606,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2342,0.1506,0.4918,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:07,246,0.2589,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2367,0.1531,0.4732,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:08,247,0.2607,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2388,0.1557,0.4727,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:09,248,0.2636,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2392,0.1576,0.4838,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:10,249,0.266,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2389,0.1614,0.4904,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:11,250,0.2878,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2386,0.1693,0.5885,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:12,251,0.2833,LOW,P1-PC,CV_injection_with_PV_spoofing,0.237,0.1717,0.5666,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:13,252,0.28,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2363,0.1745,0.5477,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:14,253,0.2817,LOW,P1-PC,CV_injection_with_PV_spoofing,0.236,0.1768,0.5532,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:15,254,0.2838,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2368,0.1793,0.5579,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:16,255,0.2841,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2385,0.1817,0.5516,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:17,256,0.2904,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2414,0.1837,0.5732,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:18,257,0.3013,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2478,0.1911,0.6001,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:19,258,0.3159,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2565,0.1989,0.6396,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:20,259,0.3153,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2687,0.2076,0.5934,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:05:21,260,0.3372,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2807,0.2102,0.6689,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:22,261,0.3392,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2912,0.2127,0.6487,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:23,262,0.3444,LOW,P1-PC,CV_injection_with_PV_spoofing,0.2995,0.2155,0.6502,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:24,263,0.3413,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3065,0.2184,0.6126,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:25,264,0.3454,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3138,0.2207,0.6115,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:26,265,0.3449,LOW,P1-PC,CV_injection_with_PV_spoofing,0.322,0.2226,0.5855,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:27,266,0.3654,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3311,0.2243,0.6627,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:28,267,0.3546,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3412,0.2264,0.5804,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:29,268,0.3703,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3487,0.2287,0.6366,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:30,269,0.3622,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3542,0.231,0.5789,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:31,270,0.3668,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3586,0.2336,0.5871,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:32,271,0.3634,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3623,0.2357,0.5576,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:33,272,0.3587,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3652,0.2374,0.5241,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:34,273,0.3659,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3673,0.2392,0.5524,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:35,274,0.364,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3694,0.2412,0.5349,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:36,275,0.357,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3707,0.2433,0.4931,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:37,276,0.3482,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3711,0.245,0.4455,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:38,277,0.3484,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3713,0.2467,0.4439,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:39,278,0.3538,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3709,0.248,0.4695,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:40,279,0.3556,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3707,0.2492,0.4773,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:05:41,280,0.3542,LOW,P1-PC,CV_injection_with_PV_spoofing,0.3701,0.2505,0.4702,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:12:53,712,0.2414,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2619,0.1389,0.3441,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:01,720,0.2364,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2535,0.1393,0.3395,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:02,721,0.2409,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2527,0.1394,0.3638,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:03,722,0.2389,LOW,P3-LC,CV_injection_with_PV_spoofing,0.252,0.1397,0.355,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:04,723,0.2485,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2512,0.1398,0.4047,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:05,724,0.2494,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2502,0.14,0.4113,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:06,725,0.2604,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2487,0.1398,0.4706,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:07,726,0.2586,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2477,0.1399,0.4639,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:08,727,0.2579,LOW,P3-LC,CV_injection_with_PV_spoofing,0.247,0.1402,0.4616,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:09,728,0.26,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2459,0.1401,0.475,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:10,729,0.253,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2445,0.1398,0.4441,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:11,730,0.2576,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2429,0.1395,0.4716,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:12,731,0.2526,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2417,0.1397,0.4492,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:13,732,0.2595,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2403,0.14,0.4867,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:14,733,0.2535,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2388,0.14,0.4603,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:15,734,0.2594,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2377,0.1401,0.4925,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:16,735,0.2533,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2359,0.1404,0.4663,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:17,736,0.2502,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2344,0.1408,0.4538,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:18,737,0.2504,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2326,0.1402,0.4604,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:19,738,0.2551,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2314,0.1399,0.4873,x1001_05_SETPOINT_OUT,P1_PCV02Z,P3_LIT01
2022-08-12 16:13:25,744,0.2518,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2238,0.1378,0.4929,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:26,745,0.2556,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2231,0.1371,0.5145,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:27,746,0.2574,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2226,0.1361,0.5266,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:28,747,0.2535,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2228,0.1353,0.5074,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:30,749,0.2549,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2236,0.1345,0.5139,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:35,754,0.2541,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2299,0.1359,0.4919,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:36,755,0.2588,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2314,0.1362,0.5111,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:37,756,0.2584,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2327,0.137,0.5046,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:38,757,0.2569,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2335,0.1373,0.4945,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:39,758,0.2575,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2341,0.1376,0.4961,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:40,759,0.2638,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2343,0.138,0.5264,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:42,761,0.2562,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2337,0.1385,0.4888,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:45,764,0.2602,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2329,0.1392,0.5096,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:46,765,0.2673,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2328,0.1398,0.545,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:47,766,0.2593,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2329,0.14,0.5045,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:48,767,0.2661,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2328,0.14,0.5387,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:49,768,0.2631,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2324,0.14,0.5248,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:50,769,0.2585,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2321,0.1404,0.5017,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:51,770,0.2618,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2318,0.1403,0.5191,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:52,771,0.2613,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2316,0.1402,0.5172,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:13:53,772,0.2599,LOW,P3-LC,CV_injection_with_PV_spoofing,0.2314,0.1407,0.51,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:14:58,837,0.2606,LOW,P3-LC,CV_injection_with_PV_spoofing,0.3185,0.1635,0.2615,x1001_05_SETPOINT_OUT,P3_LIT01,P1_PCV02Z
2022-08-12 16:14:59,838,0.2616,LOW,P3-LC,CV_injection_with_PV_spoofing,0.3173,0.1632,0.2697,x1001_05_SETPOINT_OUT,P3_LIT01,P1_PCV02Z
2022-08-12 16:24:35,1414,0.2361,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2583,0.1134,0.3647,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:36,1415,0.2376,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2589,0.1131,0.3711,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:37,1416,0.2346,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2593,0.1128,0.3556,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:38,1417,0.239,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2591,0.1122,0.379,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:39,1418,0.2425,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2587,0.112,0.3978,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:40,1419,0.2369,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2588,0.1117,0.3701,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:42,1421,0.2356,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2569,0.111,0.3696,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:43,1422,0.2368,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2563,0.1109,0.3771,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:44,1423,0.2431,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2552,0.1106,0.4114,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:45,1424,0.2439,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2542,0.1104,0.4186,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:46,1425,0.2367,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2528,0.1101,0.3865,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:47,1426,0.2403,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2507,0.1098,0.4102,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:48,1427,0.2426,LOW,P1-LC,CV_injection_with_PV_spoofing,0.249,0.1098,0.4258,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:49,1428,0.2399,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2471,0.1096,0.4172,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:50,1429,0.2411,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2445,0.1097,0.4299,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:51,1430,0.2397,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2417,0.1095,0.4301,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:52,1431,0.2451,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2393,0.1094,0.4631,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:24:53,1432,0.2401,LOW,P1-LC,CV_injection_with_PV_spoofing,0.2369,0.1094,0.4443,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:25:32,1471,0.2378,LOW,P1-CC,compound_attack,0.1876,0.1143,0.5487,P1_PCV02Z,x1001_05_SETPOINT_OUT,P1_PP04SP
2022-08-12 16:25:33,1472,0.2389,LOW,P1-CC,compound_attack,0.1889,0.1149,0.5498,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:25:34,1473,0.2409,LOW,P1-CC,compound_attack,0.1907,0.1157,0.5544,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
2022-08-12 16:25:35,1474,0.2411,LOW,P1-CC,compound_attack,0.1923,0.1163,0.5506,x1001_05_SETPOINT_OUT,P1_PCV02Z,P1_PP04SP
